CLIENTE;DATA_FINANCIAMENTO;TARGET_M3OVER30;IDADE;ESTADO;RENDA;LIMITE_CARTAO;VALOR_FINANC_VEICULOS_ATUAL;SCORE_MERCADO;VALOR_VEICULO;ANO_VEICULO
3688;2021-11;1;38.0;MG;42996.5605264855;9149.84;0.0;648.4290270283593;45881,65;2019.0
3689;2021-11;1;43.0;SC;4950.0;32.05;0.0;861.0665261435929;30674,75;2020.0
3690;2021-11;0;42.0;PR;28783.509432946972;52488.84313446029;122210.57897547889;868.0;65694,40;2018.0
3691;2021-12;0;27.0;SC;21626.406100774315;30179.587905113924;31589.328611751676;827.9521266489843;53016,52;2021.0
3692;2021-12;1;59.0;SP;3100.0;0.0;0.0;763.6803055247456;39078,38;2020.0
3693;2021-10;1;41.0;SC;2900.0;67786.88507614142;0.0;672.0;28542,17;2021.0
3694;2021-12;1;25.0;MG;1100.0;482.32;0.0;773.3829691698886;39856,69;2020.0
3695;2021-10;1;58.0;RJ;3040.4342739428926;525.7317434456511;0.0;685.114178394889;46272,54;2021.0
3696;2021-10;1;23.0;MG;19323.070404174745;9333.239808765305;0.0;710.1043456659305;35505,92;2021.0
3697;2021-12;1;49.0;CE;2393.819801880854;5.66;0.0;701.7001650879708;48302,10;2018.0
3698;2021-10;0;26.0;MG;13301.048387229635;2313.4261781713285;0.0;880.787263652192;42763,73;2020.0
3699;2021-10;0;35.0;SC;1850.2835018461012;21664.88618356873;0.0;782.9644355821356;38361,04;2020.0
3700;2021-10;1;68.0;RJ;11615.487374198412;15886.163597338738;0.0;737.9236025065809;27896,80;2021.0
3701;2021-10;0;45.0;SP;29530.60588765556;4772.98;43468.88007065763;966.8288944866949;48208,03;2021.0
3702;2021-12;1;41.0;SP;4470.523476248737;0.0;0.0;635.5923622372334;35174,38;2021.0
3703;2021-10;0;33.0;RJ;6196.93332461345;;;670.5452398662574;53181,38;2020.0
3704;2021-10;0;59.0;RJ;4350.0;35280.264389506614;43580.53014205575;820.4316540835425;43011,50;2021.0
3705;2021-11;0;26.0;SP;3576.262108202972;8376.718171393335;0.0;966.7831375629859;41158,56;2021.0
3706;2021-11;1;34.0;RJ;1000.0;199.43;0.0;471.0;52652,09;2020.0
3707;2021-10;0;32.0;RJ;10567.906128632014;1088.03;0.0;845.85110454277;55536,08;2020.0
3708;2021-11;0;51.0;PR;5100.0;15238.932666275257;6331.922346759586;678.2776111732247;53412,95;2020.0
3709;2021-12;1;46.0;RJ;17654.58926073199;6291.98;0.0;787.9597991772692;36293,31;2021.0
3710;2021-12;0;25.0;RJ;6172.81760226024;7216.700137953087;0.0;425.0000000000001;34752,47;2020.0
3711;2021-12;0;31.0;SP;1850.0;12697.362872690328;0.0;531.0;28274,40;2020.0
3712;2021-10;0;36.0;SP;19513.90676548374;10632.913496202116;0.0;758.0000000000001;48711,56;2017.0
3713;2021-10;0;35.0;RJ;2987.7370223219946;9073.706935203407;0.0;696.9999999999998;34190,00;2020.0
3714;2021-12;0;34.0;MG;22941.31201370804;3723.58;8151.719795428245;736.1987414549445;40720,92;2013.0
3715;2021-12;1;42.0;MG;2350.0;0.0;0.0;564.3843141346285;38785,39;2020.0
3716;2021-11;1;66.0;SP;24759.19234878434;10549.632817090873;0.0;777.0000000000001;30299,87;2020.0
3717;2021-12;1;56.0;SC;9400.205030642213;26618.26247564132;0.0;445.9999999999999;45259,84;2021.0
3718;2021-12;0;49.0;SP;2700.0;7807.73;0.0;672.0;29456,24;2017.0
3719;2021-11;0;69.0;SP;5500.0;31699.150269406386;0.0;846.0;47469,65;2021.0
3720;2021-11;0;31.0;SP;8837.020792923582;10177.767958804487;0.0;416.95358634753995;42724,95;2016.0
3721;2021-11;0;29.0;MG;2400.0;2613.36;11748.40980628954;844.7839375814308;55037,31;2020.0
3722;2021-12;0;44.0;SP;5243.784357651735;4283.088360937719;0.0;568.9865920876442;39558,08;2017.0
3786;2021-12;1;45.0;SP;15840.388721531213;2481.2907902683137;0.0;506.0;42332,12;2021.0
3724;2021-12;0;31.0;SC;1150.0;16851.043752613965;10303.41;733.0000000000002;42536,66;2020.0
3725;2021-11;0;56.0;SP;2800.0;684.86;27164.35167106625;737.0000000000002;34098,39;2021.0
3726;2021-11;0;37.0;SP;4888.792456533079;22909.414356474892;0.0;755.0;25091,25;2020.0
3727;2021-11;0;66.0;SP;5131.605308724146;5168.67;0.0;644.9999999999999;27735,71;2020.0
3728;2021-10;0;49.0;SP;10177.206902726906;3429.01;0.0;556.4581816222841;29753,21;2020.0
3729;2021-12;0;34.0;RJ;13458.038915501931;23536.85984968276;0.0;587.4682489344839;41661,49;2021.0
3730;2021-12;1;33.0;CE;1900.0;15302.351201184409;0.0;670.0;47993,60;2017.0
3731;2021-11;0;25.0;MG;3598.6218294106056;1816.81;0.0;620.4018864461725;32869,30;2015.0
3732;2021-11;0;57.0;SP;7977.958606945951;321.6308632813432;34163.55058062267;788.0737892012327;33445,04;2018.0
3733;2021-12;0;35.0;CE;13091.080088785146;17301.418022900318;0.0;664.9618019742474;39157,82;2020.0
3734;2021-12;0;24.0;RJ;1750.0;0.0;0.0;918.7109826625673;37561,14;2020.0
3735;2021-11;0;53.0;SC;2200.0;1150.0;9731.88;804.6014607661032;36606,42;2020.0
3736;2021-10;0;39.0;SC;1600.0;11912.217675280155;0.0;875.154322086332;53450,05;2018.0
1538;2021-10;1;45.0;SP;5630.9359694213235;52907.57069209246;0.0;843.0000000000002;25830,20;2021.0
3738;2021-10;1;51.0;RJ;7582.8161511712515;28522.384768876;0.0;902.0;40055,97;2021.0
3739;2021-11;1;24.0;SC;1400.0;12850.413245020312;0.0;945.6368568118603;39596,06;2020.0
3740;2021-11;0;28.0;PR;12931.033587540163;2618.667587539503;0.0;830.5276486002741;41938,91;2021.0
3741;2021-11;1;42.0;CE;19276.539682523213;19863.326323250876;0.0;670.0000000000001;43846,90;2020.0
3742;2021-12;1;25.0;PR;1300.0;5024.0996750809645;0.0;723.6815392065956;35132,50;2017.0
3743;2021-12;0;31.0;PR;8177.72716004062;11884.086271778928;0.0;717.0;34184,14;2020.0
3744;2021-12;0;68.0;CE;13261.185752903126;0.0;0.0;852.9999999999998;49002,38;2021.0
3745;2021-10;0;44.0;RJ;14799.6389285714;0.0;10896.120000648165;669.0982574096362;35394,06;2021.0
3746;2021-12;0;53.0;CE;9778.36442176097;5117.797866805923;70179.0892828576;923.9999999999999;25241,77;2020.0
3747;2021-11;0;42.0;SP;950.0;13650.62099033238;0.0;887.2828362928747;41131,56;2015.0
3748;2021-10;1;35.0;RJ;1870.2521634200114;0.0;0.0;975.5823241900667;28483,67;2020.0
3749;2021-11;0;32.0;SP;16328.19397340432;2777.0041422136965;0.0;837.8067496189067;34711,92;2021.0
3750;2021-11;0;28.0;SP;6949.229487390763;13668.95;0.0;546.0;38791,98;2020.0
3751;2021-11;0;63.0;MG;10036.065696742338;240.0;0.0;970.978365258338;41802,43;2020.0
3752;2021-12;0;36.0;SP;7264.618051208555;7956.87663385431;0.0;773.0000000000002;32959,94;2021.0
3753;2021-12;0;45.0;RJ;3100.0;245.51;65181.47518492675;784.5375118897116;34407,82;2020.0
3754;2021-12;0;41.0;SC;15322.623567874163;10221.22011947248;0.0;656.9999999999999;33442,19;2021.0
3755;2021-11;1;29.0;SC;8023.63458835263;1274.047974942503;30874.914793750366;728.6062805867978;33063,42;2021.0
3527;2021-10;1;28.0;SP;1350.0;4733.549230527975;0.0;759.4005265194093;34160,09;2021.0
3757;2021-11;0;50.0;MG;2000.0;6595.209399568817;0.0;403.0;43500,23;2020.0
3758;2021-11;0;47.0;SP;3500.0;28697.98951367752;37671.515380026845;665.0;41457,16;2020.0
3759;2021-10;0;35.0;CE;15895.636235509513;20561.587927106066;0.0;582.0;32229,88;2021.0
3760;2021-11;0;58.0;SP;3250.0;449.2676161772572;0.0;381.0;37734,34;2021.0
3761;2021-11;0;34.0;RJ;2250.0;4052.1089018181287;0.0;534.0;42286,44;2020.0
3762;2021-12;0;31.0;MG;1600.0;1202.77;0.0;936.3509358142095;43821,98;2020.0
3763;2021-12;0;35.0;SP;3000.0;144.09;0.0;488.0;39550,27;2020.0
3764;2021-11;0;62.0;RJ;19469.537504529133;1741.19;0.0;725.5962905581337;35993,98;2020.0
3622;2021-11;1;26.0;SP;3100.0;994.3635997148857;0.0;718.1367565223196;48551,76;2020.0
3766;2021-12;0;54.0;SP;23761.516634069572;10133.183284107523;0.0;488.0;57366,25;2020.0
3767;2021-10;0;23.0;SP;1050.0;4523.082655456741;0.0;738.8943788675685;40304,39;2021.0
3768;2021-11;0;35.0;SC;17291.364887896027;8223.65;143673.96391555027;354.41747665011803;33685,14;2017.0
3769;2021-11;0;56.0;RJ;10157.922092378809;11767.22;0.0;943.0;39476,43;2020.0
3538;2021-12;1;49.0;SC;3729.732529896776;1373.79;0.0;922.6156115164587;41992,83;2020.0
3771;2021-10;0;23.0;RJ;3328.3073706250007;732.0;0.0;479.0;51467,33;2017.0
3459;2021-12;0;37.0;SP;24107.413020093965;39.91;0.0;881.915132899049;41855,67;2021.0
3773;2021-11;0;40.0;RJ;4100.0;13292.656598264864;51654.646055958336;975.668913496981;40902,98;2020.0
3774;2021-12;0;50.0;PR;15453.639102912248;19772.785308742128;0.0;911.0;42394,00;2020.0
3775;2021-12;0;37.0;SC;1400.0;0.69;0.0;985.054111225532;47173,27;2020.0
4804;2021-11;0;39.0;SP;1500.0;26133.288700446603;0.0;648.0;35014,74;2020.0
3777;2021-12;1;33.0;SC;1950.0;21421.177613129785;0.0;896.0111094628046;42235,09;2021.0
3778;2021-11;0;33.0;MG;6180.246697931809;14882.9;16874.01312459278;699.9999999999999;30851,62;2021.0
3779;2021-11;0;34.0;SC;17209.8234601284;4260.15;0.0;931.9722088642399;44465,59;2021.0
3780;2021-11;0;25.0;MG;10035.942826946542;1739.3966237267484;0.0;963.8177904063857;41319,52;2021.0
3781;2021-10;0;27.0;SP;3100.0;11195.032321696826;27415.73;624.0;29956,52;2020.0
3782;2021-12;0;51.0;MG;13396.518916937086;1936.21;0.0;976.4818605642721;37299,34;2020.0
3783;2021-10;0;51.0;PR;1550.0;0.0;0.0;966.4986384999268;39150,40;2021.0
3784;2021-12;1;51.0;RJ;3900.0;11622.227375066486;0.0;657.2511614037619;50180,51;2019.0
3785;2021-10;1;48.0;SC;19747.968707618587;4367.590151245501;0.0;555.487657051075;42829,83;2021.0
3786;2021-10;1;44.0;SP;15840.388721531213;2481.2907902683137;0.0;307.46406661075537;41112,44;2021.0
3787;2021-12;0;37.0;RJ;2054.9020408780925;16378.0833278343;0.0;314.9999999999999;34859,78;2020.0
3788;2021-12;0;46.0;RJ;47414.75018334134;110689.49;154743.37523551902;884.0;72574,22;2020.0
3789;2021-11;0;65.0;SP;9870.775397857447;690.04;0.0;539.2202360058951;44067,86;2020.0
3790;2021-10;0;27.0;PR;1550.0;11220.049528278047;19418.311038650772;755.6095493705701;44064,35;2020.0
3791;2021-12;0;55.0;SP;2350.0;13814.95568746937;0.0;911.9999999999999;38096,79;2020.0
3792;2021-12;0;62.0;PR;15868.364971567553;41.55;40832.64327320049;788.3514607762015;39271,37;2019.0
3793;2021-10;1;36.0;RJ;2100.0;786.8682681042367;0.0;817.4935710302965;39961,40;2020.0
3794;2021-11;0;57.0;CE;3711.5876162483264;9980.282812662703;59469.23776533497;884.0;31089,28;2020.0
3795;2021-12;0;42.0;SP;9749.945621422441;29414.46147385113;0.0;808.8471306941675;52652,02;2021.0
3796;2021-10;0;50.0;SP;17312.398384127024;7493.108765019999;0.0;988.8549514875027;26769,21;2016.0
3797;2021-10;0;26.0;SP;9471.031114439385;1293.48;0.0;658.9092242731354;30295,43;2020.0
1194;2021-12;0;51.0;PR;10639.507446579319;15257.485457748935;3533.76;546.6026910932778;39204,01;2021.0
3799;2021-12;1;43.0;SP;1050.0;4324.014229085839;0.0;898.3746552036614;36644,33;2020.0
3800;2021-12;0;47.0;SP;6700.0;20550.284522442784;25270.610599537365;464.0;37657,59;2020.0
3801;2021-10;0;51.0;SP;3450.0;31465.847988340982;0.0;980.5141646003606;43516,99;2020.0
3802;2021-12;0;30.0;SP;10556.568440810339;25832.02785584069;0.0;845.9999999999999;48819,57;2020.0
3803;2021-11;0;64.0;MG;1250.0;2105.03;0.0;702.9999999999999;51358,23;2020.0
3804;2021-11;1;26.0;SC;1650.0;1849.2255551535184;16200.59;738.0255056540421;52968,02;2020.0
3805;2021-11;0;46.0;SP;13183.369239184694;40703.18448168835;0.0;940.0000000000002;31675,65;2020.0
3806;2021-11;0;34.0;SP;12163.77193823038;272.0;0.0;581.0;40948,19;2021.0
3807;2021-11;0;69.0;PR;29663.28119110246;17050.253947598292;0.0;586.0000000000001;36683,80;2021.0
3808;2021-12;0;42.0;SC;19327.28964445445;9163.255339677697;0.0;446.0;31591,04;2018.0
3809;2021-12;0;60.0;RJ;2700.0;3753.45;0.0;870.841881586889;37186,91;2018.0
3810;2021-11;0;65.0;PR;2300.0;12051.320981688146;22050.030591214352;613.0;45003,66;2021.0
3811;2021-12;0;40.0;PR;1400.0;10762.428052204177;0.0;548.0;37433,38;2020.0
3812;2021-12;1;30.0;CE;8760.433908723957;0.0;0.0;627.7888941705368;40998,63;2020.0
3813;2021-11;1;69.0;CE;12525.581649736012;13966.079567273582;0.0;386.9999999999999;47461,46;2017.0
3814;2021-12;0;29.0;SP;1550.0;2700.6481684192813;0.0;765.0;38729,40;2020.0
3815;2021-10;0;59.0;SC;21991.512144594246;0.0;0.0;912.9999999999999;48850,60;2020.0
3816;2021-11;0;49.0;CE;1850.0;14428.693328997171;0.0;743.0;30967,97;2020.0
3817;2021-12;0;41.0;SP;14666.417923941346;7522.986105865497;0.0;417.0000000000001;37270,11;2020.0
3818;2021-12;0;45.0;RJ;5760.188806830716;0.0;0.0;661.0;51337,23;2016.0
3819;2021-10;1;31.0;SC;11348.4580723145;796.64;65939.57734934513;782.5800100020391;40341,40;2018.0
3820;2021-12;0;51.0;RJ;2900.0;2712.6660405225753;60592.88546701951;862.3705382197106;42542,54;2020.0
3821;2021-12;1;43.0;PR;5150.0;14590.684115795964;3288.57;691.0;48614,49;2021.0
3822;2021-10;0;38.0;SP;3350.0;14942.677708765954;0.0;774.9999999999998;51198,21;2020.0
3823;2021-12;1;35.0;RJ;9833.8421220748;2661.7565868578267;0.0;956.5973693117813;45548,72;2017.0
3824;2021-12;0;51.0;SP;9623.752685360996;28233.580755572595;16990.81425850933;850.0;41093,57;2020.0
3825;2021-11;0;56.0;SP;2000.0;0.0;0.0;390.0000000000002;37256,30;2020.0
3826;2021-10;0;38.0;RJ;11770.510714780616;32280.196201138602;0.0;956.9999999999998;41778,74;2021.0
3827;2021-10;0;41.0;SP;2350.0;2951.7;43333.76126531318;850.0000000000001;52007,99;2018.0
3828;2021-12;0;23.0;SP;14680.756026274632;740.2;0.0;403.8703939077991;39460,93;2020.0
3829;2021-10;0;47.0;PR;8430.668188003689;9509.350809974356;0.0;741.2873186549507;37814,43;2020.0
3830;2021-12;0;37.0;CE;3900.0;14870.58519847999;39065.32894665264;832.9482872805997;56234,06;2015.0
3831;2021-11;0;55.0;SC;19995.571927624296;10078.28;68747.335865462;879.0;31111,13;2020.0
3832;2021-12;0;69.0;RJ;1700.0;9903.160882857544;0.0;858.3356637219877;31233,00;2021.0
3833;2021-10;0;65.0;SP;2100.0;777.81;16255.472651476295;875.0000000000001;27728,05;2021.0
3834;2021-10;1;40.0;RJ;4900.0;12018.88;0.0;747.2199497948586;35948,83;2020.0
3835;2021-12;0;59.0;SP;2150.0;11415.0913642519;0.0;871.5376811134131;39877,57;2021.0
3836;2021-10;0;25.0;PR;9697.619969798205;2280.64;0.0;719.0000000000002;43700,04;2021.0
3837;2021-10;1;51.0;SP;950.0;5929.716852330983;0.0;947.0202175944496;42899,92;2020.0
3838;2021-11;1;46.0;SP;2100.0;2501.08;0.0;689.0244366249381;44828,84;2020.0
3839;2021-10;1;45.0;CE;1050.0;0.0;0.0;936.5663333445959;27072,79;2020.0
3840;2021-12;0;38.0;SC;4174.344677793131;12202.837713801731;0.0;747.0;31875,47;2021.0
3841;2021-12;0;61.0;SP;9900.889384963555;3238.5025636777323;0.0;833.7854104701639;38302,62;2019.0
3842;2021-11;0;36.0;RJ;5896.601159483418;3639.06;77036.32119333412;939.5809971487383;33434,84;2020.0
3843;2021-11;1;24.0;SP;1350.0;3164.66;0.0;781.5384047180492;37255,90;2020.0
3844;2021-11;0;41.0;RJ;2250.0;7994.1834388258085;0.0;708.2772707102804;53122,75;2021.0
3845;2021-10;0;25.0;SP;16610.28994115714;0.0;0.0;439.9824757780091;35385,94;2020.0
3846;2021-12;0;44.0;SP;1250.0;800.0;0.0;508.0;40691,58;2020.0
3847;2021-10;0;43.0;RJ;58900.0;56756.27;59860.622511752226;650.0000000000001;80387,50;2017.0
3848;2021-11;0;37.0;RJ;14443.093717751352;1121.18;0.0;810.1538266498551;59425,78;2020.0
3849;2021-10;0;34.0;SP;2101.568896233496;6551.8850571451085;0.0;746.5410870701689;42619,38;2021.0
3850;2021-11;1;48.0;SP;5007.234661306413;22804.13995641394;0.0;852.5776513009639;44420,14;2021.0
3851;2021-10;0;32.0;MG;1550.0;1570.0;0.0;802.9695757348911;37910,97;2020.0
3852;2021-10;0;24.0;RJ;1600.0;3276.409363566837;0.0;838.8258647597773;28564,28;2021.0
3853;2021-12;0;37.0;SP;5708.306024752802;6932.7358288085725;13860.687701954519;802.3908819618555;34545,56;2021.0
393;2021-10;1;59.0;RJ;2100.0;7644.375151790925;0.0;643.119496150772;28951,89;2020.0
3855;2021-12;0;34.0;SP;2800.0;751.047538591099;24886.352479585003;766.7006672327967;32908,89;2017.0
3856;2021-11;1;67.0;MG;1200.0;5278.32530106184;0.0;838.9554972158516;51058,72;2021.0
3857;2021-11;0;25.0;SP;18710.725103044166;10990.53105079492;0.0;907.8003928471422;59240,13;2020.0
3858;2021-11;0;68.0;SP;37997.857249080436;1313.66;14386.47;891.0;43093,78;2020.0
3859;2021-12;0;46.0;SC;3250.0;3724.79;43483.671134385324;868.0;34833,11;2020.0
3860;2021-10;0;29.0;SP;1250.0;9435.63537846845;0.0;820.8264360648984;36173,66;2020.0
3861;2021-12;0;29.0;SP;3350.0;18.0;0.0;996.7476448873515;38464,68;2020.0
3862;2021-10;1;28.0;RJ;16192.494960567845;164.850009636471;0.0;471.0;42967,42;2021.0
3863;2021-10;1;64.0;SP;7138.742873795144;0.0;0.0;518.8843286175032;37236,36;2020.0
3864;2021-11;0;32.0;SP;1650.0;4928.843538555877;0.0;747.2626814330558;39639,78;2021.0
3865;2021-12;0;39.0;SP;10800.0;11458.750414437605;0.0;632.0000000000002;25635,68;2021.0
3866;2021-10;1;28.0;SP;9319.52089671394;4940.92104758593;0.0;901.0558335002204;42157,11;2020.0
3867;2021-10;0;39.0;CE;1650.0;4118.415412102029;0.0;789.9999999999998;24880,64;2017.0
3868;2021-12;1;32.0;RJ;1350.0;0.0;0.0;581.4625652335441;38892,13;2021.0
3869;2021-12;0;69.0;RJ;36944.432297515916;1991.97;38906.40910671361;753.7874733106378;45858,89;2016.0
3870;2021-11;0;69.0;CE;5373.819083050607;12800.028337715868;0.0;685.0;32918,08;2020.0
3871;2021-11;0;38.0;RJ;3702.343937594038;375.1;0.0;825.8474200342748;26793,77;2020.0
3872;2021-12;0;36.0;CE;11728.067508438173;21632.34439037259;0.0;906.3769555638073;34781,13;2020.0
3873;2021-12;0;53.0;CE;1550.0;2502.5037422348464;0.0;671.5246178859416;36388,49;2020.0
3874;2021-11;0;31.0;SP;2738.558946848592;660.0;23095.95740973139;735.7657418718754;39222,64;2020.0
3875;2021-12;0;26.0;MG;1900.0;1692.86;0.0;672.0;31342,95;2021.0
3876;2021-12;0;67.0;SP;1950.0;4887.270120628229;0.0;819.8362590737038;43575,27;2020.0
3877;2021-10;0;44.0;SP;32450.0;52373.13;76278.52328567306;776.9999999999999;49873,29;2020.0
3878;2021-12;0;39.0;SP;20180.433376647583;0.0;0.0;550.0;39074,96;2020.0
3879;2021-10;1;42.0;SP;15490.108501977902;4988.322381806382;0.0;823.8302099730354;32193,57;2015.0
3880;2021-11;1;28.0;CE;1200.0;10586.720043406161;0.0;736.4350789673963;39796,77;2021.0
1797;2021-10;1;23.0;SP;5633.199242796293;3610.453729230633;0.0;997.1195350095812;41232,28;2020.0
3882;2021-11;0;54.0;SP;6146.600916975069;3135.7991274279375;0.0;760.0;44154,49;2020.0
3883;2021-11;0;55.0;SP;2647.0376510186916;0.0;0.0;882.436703192409;41857,70;2020.0
3884;2021-11;1;62.0;SC;3250.0;2593.28689254286;0.0;935.314596181173;41141,70;2016.0
3885;2021-10;0;35.0;MG;9768.920232053846;4279.185784507094;0.0;885.112942282979;31443,93;2017.0
3886;2021-12;0;25.0;CE;3743.765354289142;4.9;0.0;955.7988384030858;38125,67;2016.0
3887;2021-12;1;27.0;SP;2700.0;22282.790597500636;0.0;481.0000000000001;41535,36;2021.0
3888;2021-10;0;35.0;SP;1300.0;11107.118604698331;0.0;958.0193048585384;56118,37;2020.0
3889;2021-10;0;52.0;SP;3636.2301592496624;2579.4;0.0;805.2499092993509;44173,55;2021.0
1089;2021-11;1;48.0;SP;1400.0;27219.5990504776;0.0;869.7004051636509;43384,53;2020.0
3891;2021-10;0;69.0;RJ;9707.433500408075;4569.0;0.0;848.2882294641165;39742,73;2020.0
3892;2021-12;0;67.0;CE;99622.28971366776;47631.6;0.0;631.870679925077;42208,12;2021.0
3893;2021-12;1;61.0;RJ;2300.0;7825.635231766712;0.0;972.469077503952;54717,70;2021.0
3894;2021-10;0;54.0;PR;3150.0;3068.52;37778.55178254562;747.1199680357431;39618,41;2020.0
3895;2021-11;1;57.0;CE;6656.237636034508;0.0;0.0;661.0;37362,51;2020.0
3896;2021-11;1;32.0;SP;4702.521329133795;5038.818054851181;0.0;898.1983259761984;33051,48;2020.0
3897;2021-12;1;45.0;SP;2900.0;3983.7834760069536;0.0;861.8309640693001;41481,26;2020.0
3898;2021-11;1;41.0;PR;1500.0;8462.935308889584;0.0;976.4341523293924;40756,74;2020.0
3899;2021-10;0;29.0;MG;1400.0;4940.250946673907;0.0;834.4986964666148;22834,72;2016.0
3900;2021-12;0;30.0;CE;12316.125169908919;499.99;0.0;747.0;34440,99;2020.0
3901;2021-10;1;55.0;SP;2250.0;5362.7806904189565;516.94;602.9999999999999;56931,33;2021.0
2918;2021-11;1;65.0;MG;1464.0217619691393;1652.7633485287126;0.0;964.7820381072347;36308,49;2020.0
3903;2021-10;0;50.0;CE;2350.0;13767.378288454984;0.0;916.3820219707926;35998,18;2020.0
3904;2021-10;0;51.0;PR;3050.0;8866.153698656959;21892.057866713636;421.0;39414,38;2021.0
3905;2021-12;0;41.0;PR;2050.0;7907.609754190213;34229.924427532984;985.8494107650263;39230,09;2021.0
3906;2021-10;0;60.0;MG;21483.28603246076;459.77044770720795;0.0;853.8220362379806;48036,85;2020.0
3907;2021-10;0;27.0;RJ;3850.0808253867535;0.0;0.0;682.657818921543;34621,99;2020.0
2869;2021-11;1;55.0;RJ;47039.35746593194;21818.972643873047;195758.71478679386;971.852987027384;51477,11;2020.0
3909;2021-10;1;34.0;SC;5118.291809508399;18862.84844738787;0.0;378.0;53854,33;2019.0
3910;2021-12;0;38.0;SP;10375.635888009994;11120.011862383313;0.0;772.0757570009027;34895,41;2020.0
3911;2021-10;1;56.0;SP;23858.551793244616;2646.42;0.0;850.0;27608,51;2020.0
3912;2021-11;0;33.0;RJ;1800.0;3499.159582957953;0.0;389.0;34368,89;2020.0
3913;2021-10;0;43.0;RJ;20623.453090551113;10569.4;68522.56443634431;697.0;39392,85;2021.0
3914;2021-12;0;33.0;CE;22100.0;13110.160164513887;91273.05719479386;465.08643602748816;56491,77;2021.0
3322;2021-10;1;45.0;CE;16161.54171595314;0.0;0.0;535.9999999999999;39928,17;2021.0
3916;2021-10;1;44.0;PR;7298.9948426402125;44.0;0.0;603.5276780177358;45162,56;2017.0
3917;2021-10;0;22.0;SP;5988.045562783373;5.74;0.0;936.2066415463934;41916,25;2020.0
3918;2021-12;1;41.0;SC;4632.924403203339;14483.096965275376;0.0;743.0;62253,18;2020.0
3919;2021-11;0;52.0;SP;6866.958774777481;0.0;0.0;975.1120502151614;30812,06;2021.0
3920;2021-10;0;56.0;SP;6134.102354045666;18595.38503690861;0.0;795.0;36828,60;2020.0
3921;2021-12;0;53.0;RJ;7768.228039877502;3948.7;37235.62639330786;681.9999999999999;44381,96;2020.0
3922;2021-12;0;31.0;PR;2350.0;1101.7;0.0;944.6217919957337;46212,15;2021.0
3923;2021-11;0;53.0;MG;9894.916740899185;16638.70850051591;0.0;831.6943035281397;42894,62;2020.0
3924;2021-12;0;57.0;SC;1500.0;4323.6;0.0;850.0000000000002;41263,57;2020.0
3535;2021-11;0;22.0;MG;1100.0;3973.984782511924;0.0;450.0;48195,56;2021.0
3926;2021-12;0;56.0;PR;2800.0;9025.366144127402;19232.578649247385;770.0;46084,62;2020.0
3927;2021-11;0;43.0;CE;11546.216166450085;2770.94;62527.92;982.0760791331215;48396,45;2021.0
3928;2021-12;0;38.0;CE;4734.220617816018;6670.656781213298;56468.03542033253;767.0118373876769;40582,13;2021.0
3929;2021-12;0;50.0;SC;15814.49577113058;25064.795519449963;0.0;940.9926139952339;28734,09;2020.0
3930;2021-11;1;38.0;RJ;2045.5634222369204;7886.469141103692;0.0;677.5249097253217;44661,18;2020.0
3931;2021-10;0;60.0;SP;3050.0;21278.9815996766;0.0;874.9999999999999;46181,93;2021.0
3932;2021-11;0;32.0;PR;6134.218236809733;0.0;0.0;630.0000000000001;29796,72;2020.0
3933;2021-11;0;50.0;PR;2000.0;7340.729607413841;14882.468725175026;836.0;42910,12;2020.0
3934;2021-12;0;45.0;SP;9264.232075254076;12138.837574918958;0.0;631.9999999999998;35786,70;2021.0
3935;2021-10;0;39.0;PR;6413.185134490385;13593.593064261298;0.0;787.0;42254,52;2015.0
3936;2021-12;0;40.0;PR;34888.91054793667;10741.028439666268;0.0;800.8514241714247;38989,28;2021.0
3937;2021-12;0;36.0;SC;2300.0;5121.250553689295;0.0;915.3062732226946;47255,77;2020.0
3938;2021-11;1;40.0;RJ;4923.303579812062;3297.73;0.0;755.606612864742;55340,33;2021.0
3939;2021-12;0;68.0;RJ;2500.0;19236.197553387472;0.0;719.0;35820,81;2021.0
3940;2021-12;0;42.0;MG;5610.379569780773;10290.564083812971;0.0;811.6498437359264;33843,18;2021.0
3941;2021-11;0;35.0;SP;4952.268017540691;0.0;0.0;685.276114312868;40180,64;2020.0
3942;2021-12;0;27.0;RJ;16193.347153356348;14471.89582722553;0.0;385.28150938253384;38562,48;2020.0
3943;2021-11;0;52.0;MG;10297.872917655182;6612.32;10846.25;976.3264147188621;44965,99;2020.0
3944;2021-12;0;35.0;SP;14896.096727204076;27250.51305868873;0.0;703.0000000000001;53330,17;2018.0
2668;2021-10;0;56.0;SP;2050.0;12700.186399894477;0.0;998.7586254687358;33325,31;2021.0
3946;2021-12;0;43.0;PR;21721.898825175987;11846.233347864829;0.0;852.7367382982826;33686,99;2020.0
3947;2021-10;0;34.0;MG;19369.151565128806;1900.0;0.0;677.9999999999998;41993,87;2021.0
3948;2021-10;0;63.0;PR;7136.921316463579;23898.037158114625;0.0;795.0000000000001;40152,01;2020.0
3949;2021-10;0;66.0;SC;7475.438134453186;1369.79;0.0;828.9773821890503;25329,75;2020.0
3950;2021-12;0;33.0;SC;26359.392737357022;0.0;0.0;572.0;37302,40;2020.0
3951;2021-10;0;60.0;RJ;8350.0;6389.257263287149;0.0;881.8213045977227;35968,01;2020.0
